3;1024;7.69524e-05
3;1088;7.42376e-05
3;1092;7.34429e-05
3;1638;6.19679e-05
3;2184;6.31809e-05
3;16388;8.62207e-05
3;17412;6.27141e-05
3;24582;6.18453e-05
3;32776;7.59587e-05
4;546;6.77295e-05
6;1024;6.60121e-05
6;1088;6.20745e-05
6;1092;6.38524e-05
6;16388;7.60118e-05
6;24582;6.73448e-05
6;32776;6.59078e-05
6;40970;6.39522e-05
7;273;0.000103928
7;546;0.000114895
7;1024;6.67121e-05
7;1028;9.05404e-05
7;1088;0.000107396
7;1092;0.000170089
7;1638;0.000101773
7;2176;9.52128e-05
7;2184;0.000164606
7;2457;0.000102391
7;2730;0.000101766
7;4097;6.22049e-05
7;6281;6.1753e-05
7;8192;6.93565e-05
7;8194;0.000121678
7;8736;9.02296e-05
7;9286;8.55962e-05
7;9828;6.89082e-05
7;10378;8.62688e-05
7;10920;6.95878e-05
7;16384;0.000104784
7;16388;0.00017004
7;16448;9.09478e-05
7;16934;8.55467e-05
7;17408;7.57478e-05
7;17412;7.35433e-05
7;17472;0.000125836
7;18018;6.88586e-05
7;24582;0.000119192
7;25124;6.52893e-05
7;25666;6.33333e-05
7;26208;0.000111204
7;32776;0.000113346
7;32896;7.94772e-05
7;33049;6.17904e-05
7;33322;6.18034e-05
7;34824;6.20726e-05
7;34944;7.4625e-05
7;36873;9.72748e-05
7;39312;8.6199e-05
7;40970;0.000108345
7;43680;9.76956e-05
9;273;0.000105072
9;514;6.34813e-05
9;546;0.000115085
9;1028;8.11481e-05
9;1088;9.29713e-05
9;1092;0.000154514
9;1638;9.92205e-05
9;2176;8.0754e-05
9;2184;0.000149507
9;2457;9.66985e-05
9;8192;7.08264e-05
9;8194;0.000115043
9;8736;9.6219e-05
9;9286;8.1267e-05
9;9828;7.48234e-05
9;10378;7.95179e-05
9;10920;7.30743e-05
9;16384;9.33348e-05
9;16388;0.000149589
9;16448;7.53222e-05
9;16934;7.91152e-05
9;17472;0.000127577
9;18018;7.26716e-05
9;24582;0.000111337
9;25124;6.4372e-05
9;25666;6.4435e-05
9;26208;0.00011669
9;32776;9.41008e-05
9;32896;6.41914e-05
9;34944;7.70949e-05
9;36873;8.90428e-05
9;39312;8.54305e-05
9;40970;0.000100788
