3;136;0.000142157
3;32904;0.000136971
3;34824;0.000172019
10;17;0.00012668
10;68;0.000123814
10;136;0.000150919
10;34816;0.000135541
10;34824;0.000134468
15;136;0.000141084
15;34816;0.000126421
15;34824;0.000164151
16;17412;0.000165764
16;34824;0.000165151
32;68;0.000249465
32;136;0.000244172
32;1024;0.000136078
32;1028;0.000158461
32;1092;0.000138696
32;2048;0.000137919
32;2056;0.000157379
32;2176;0.000122469
32;2184;0.000137015
32;16384;0.00015847
32;16448;0.00019926
32;16452;0.000128095
32;17408;0.00023662
32;17412;0.000253865
32;17472;0.000128959
32;17476;0.000180393
32;32768;0.000158153
32;32896;0.000201844
32;32904;0.000131817
32;34816;0.000230463
32;34824;0.000251116
32;34944;0.000129664
32;34952;0.000173688
48;34;0.000125237
48;64;0.00012224
48;68;0.000244104
48;128;0.000129096
48;136;0.000276149
48;1024;0.000239099
48;1028;0.000158856
48;1088;0.000178502
48;1092;0.000197103
48;2048;0.000252137
48;2056;0.000172026
48;2176;0.000194615
48;2184;0.00020792
48;4353;0.000141434
48;8226;0.000128895
48;8706;0.000168189
48;16384;0.000241349
48;16448;0.000232319
48;16452;0.000256707
48;17408;0.000202857
48;17412;0.00035811
48;17472;0.000227622
48;17476;0.000153378
48;32768;0.000256993
48;32896;0.000250823
48;32904;0.000283466
48;34816;0.000230373
48;34824;0.000388555
48;34944;0.000236655
48;34952;0.000167906
80;68;0.000130868
80;136;0.000135053
80;1028;0.000126921
80;1088;0.000133174
80;2048;0.000122442
80;2056;0.000126557
80;2176;0.000137058
80;16448;0.00013372
80;16452;0.000123123
80;17408;0.00012284
80;17412;0.000196618
80;32896;0.000138398
80;32904;0.00012571
80;34816;0.000126496
80;34824;0.000198766
96;17412;0.000172026
96;34824;0.000165174
112;68;0.000186672
112;136;0.000185911
112;1024;0.000122234
112;1088;0.00020767
112;1092;0.000137685
112;2176;0.000205427
112;2184;0.000138376
112;8224;0.000130143
112;8706;0.000131592
112;16384;0.000137653
112;16448;0.000262555
112;16452;0.000122139
112;17408;0.000166971
112;17412;0.000313656
112;17476;0.00023924
112;32768;0.000128377
112;32896;0.000259627
112;34816;0.000175912
112;34824;0.000270545
112;34952;0.000226796
128;68;0.000142093
128;136;0.000139032
128;1024;0.000124887
128;1028;0.000175144
128;1088;0.000191327
128;2056;0.000169992
128;2176;0.000174703
128;16448;0.000229175
128;16452;0.000135946
128;17408;0.000126455
128;17412;0.000276924
128;17476;0.000206645
128;32896;0.000209656
128;32904;0.000129647
128;34816;0.00012379
128;34824;0.000255509
128;34952;0.00019091
144;68;0.000158932
144;136;0.000170156
144;1024;0.000128427
144;1028;0.00012845
144;1088;0.000196313
144;2048;0.000132436
144;2056;0.000131531
144;2176;0.000207661
144;16384;0.00015549
144;16448;0.000203078
144;17408;0.000159448
144;17412;0.000229046
144;17476;0.00016863
144;32768;0.000161103
144;32896;0.000216384
144;34816;0.000170323
144;34824;0.00023769
144;34952;0.000174331
160;34;0.000140354
160;64;0.000153287
160;68;0.000312625
160;128;0.000158804
160;136;0.000343421
160;1024;0.000265353
160;1028;0.000267266
160;1088;0.000131788
160;1092;0.000156811
160;2048;0.000277421
160;2056;0.000279983
160;2176;0.000143077
160;2184;0.000167645
160;8704;0.000125319
160;8706;0.000131309
160;16384;0.000166036
160;16388;0.000138589
160;16448;0.000260466
160;16452;0.000230259
160;17408;0.000262194
160;17412;0.000295293
160;17472;0.000153902
160;17476;0.000179714
160;32768;0.000179932
160;32776;0.000147964
160;32896;0.000275097
160;32904;0.000248918
160;34816;0.000289897
160;34824;0.000320991
160;34944;0.000161175
160;34952;0.00019586
176;68;0.000162329
176;136;0.000161974
176;1024;0.000130976
176;1028;0.00014591
176;2048;0.000126911
176;2056;0.000143001
176;16448;0.000161374
176;16452;0.000196948
176;17412;0.000253308
176;17476;0.000136394
176;32896;0.000159939
176;32904;0.000183089
176;34824;0.000235845
176;34952;0.000130107
192;68;0.000210248
192;136;0.000195834
192;1028;0.000150646
192;1088;0.000151904
192;1092;0.000144626
192;2056;0.000142806
192;2176;0.000145933
192;2184;0.000137115
192;16448;0.000167579
192;16452;0.000126921
192;17408;0.000205995
192;17412;0.000258349
192;17476;0.000195139
192;32896;0.000158646
192;32904;0.000122225
192;34816;0.000191667
192;34824;0.000241423
192;34952;0.000179702
208;2056;0.000123384
208;16448;0.000145736
208;16452;0.000151238
208;17412;0.000192432
208;32896;0.000153603
208;32904;0.00014498
208;34824;0.0001918
224;17412;0.000144377
224;34824;0.000140488
240;4;0.000126942
240;8;0.000135419
240;64;0.000181042
240;68;0.000280429
240;128;0.000187889
240;136;0.000314454
240;1024;0.000328899
240;1028;0.000272742
240;1088;0.000163174
240;1092;0.00022103
240;2048;0.000341712
240;2056;0.000287672
240;2176;0.000180042
240;2184;0.000235408
240;8706;0.00014326
240;16384;0.000226831
240;16388;0.000135164
240;16448;0.000300752
240;16452;0.000222415
240;17408;0.000236198
240;17412;0.00032569
240;17472;0.000239896
240;17476;0.000181515
240;32768;0.000244231
240;32776;0.000144762
240;32896;0.000322951
240;32904;0.000244106
240;34816;0.000266765
240;34824;0.000363585
240;34944;0.000250696
240;34952;0.00020749
768;17412;0.000140781
2560;68;0.000153352
2560;17408;0.000131718
3840;68;0.00013087
3840;1024;0.00015153
3840;1028;0.000131561
3840;17412;0.000139841
8192;68;0.000163361
8192;17412;0.000126321
12288;68;0.000149458
12288;512;0.000125002
12288;1024;0.000209241
12288;1092;0.000169353
12288;4353;0.000128361
12288;8736;0.000124158
12288;16384;0.000196821
12288;16448;0.000163645
12288;16452;0.00016373
12288;17408;0.00012502
12288;17412;0.000239667
12288;17472;0.000203611
20480;17412;0.000126172
28672;1088;0.000154652
28672;8706;0.000131011
28672;16448;0.000196707
28672;17412;0.00020273
28672;17476;0.000168219
32768;1088;0.000138968
32768;16448;0.000140652
32768;17412;0.000195682
32768;17476;0.000145636
36864;17412;0.000122235
40960;64;0.000136862
40960;68;0.000225863
40960;514;0.000138903
40960;1024;0.000234444
40960;1028;0.000237946
40960;16448;0.000196874
40960;16452;0.000163792
40960;17408;0.00018479
40960;17412;0.000189107
45056;16452;0.000157242
45056;17412;0.000193697
49152;68;0.00014431
49152;17408;0.000142882
49152;17412;0.000179477
49152;17476;0.000144379
61440;64;0.000175173
61440;68;0.000192551
61440;512;0.000208013
61440;514;0.000150295
61440;1024;0.000317464
61440;1028;0.000249152
61440;1092;0.000194401
61440;8224;0.000133321
61440;8736;0.000139512
61440;16384;0.000186429
61440;16448;0.000253075
61440;16452;0.000163029
61440;17408;0.000157135
61440;17412;0.000219605
61440;17472;0.00022453
